id,characteristic_id,review_id,value
189,66,51,1
190,63,52,5
191,64,52,3
192,65,52,3
193,66,52,5
194,63,53,3
195,64,53,2
196,65,53,3
197,66,53,4
198,67,54,4
199,68,54,3
200,69,54,3
201,70,54,5
202,67,55,3
203,68,55,5
204,69,55,1
205,70,55,2
206,67,56,2
207,68,56,4
208,69,56,4
209,70,56,2
210,67,57,1
211,68,57,3
212,69,57,5
213,70,57,2
214,67,58,5
215,68,58,3
216,69,58,3
217,70,58,2
218,71,59,2
219,72,59,1
220,73,59,5
221,74,59,4
222,71,60,1
223,72,60,2
224,73,60,2
225,74,60,5
226,71,61,1
227,72,61,3
228,73,61,5
229,74,61,1
230,71,62,5
231,72,62,2
232,73,62,4
233,74,62,2
234,71,63,4
235,72,63,1
236,73,63,5
237,74,63,4
238,71,64,5
239,72,64,5
240,73,64,4
241,74,64,5
242,71,65,4
243,72,65,4
244,73,65,3
245,74,65,4
246,71,66,2
247,72,66,5
248,73,66,4
249,74,66,5
250,75,67,2
251,76,67,3
252,77,67,5
253,78,67,5
254,75,68,1
255,76,68,3
256,77,68,3
257,78,68,5
258,75,69,5
259,76,69,2
260,77,69,2
261,78,69,5
262,75,70,2
263,76,70,5
264,77,70,1
265,78,70,5
266,75,71,1
267,76,71,1
268,77,71,5
269,78,71,2
270,75,72,3
271,76,72,1
272,77,72,4
273,78,72,4
274,79,73,5
275,79,74,5
276,80,75,3
277,81,75,5
278,82,75,2
279,83,75,3
280,80,76,2
281,81,76,2
282,82,76,4
283,83,76,1
284,80,77,4
285,81,77,1
286,82,77,1
287,83,77,3
288,80,78,5
289,81,78,5
290,82,78,2
291,83,78,3
292,84,79,1
293,85,79,5
294,86,79,4
295,87,79,2
296,84,80,3
297,85,80,2
298,86,80,3
299,87,80,5
300,84,81,3
301,85,81,5
302,86,81,3
303,87,81,4
304,84,82,2
305,85,82,2
306,86,82,5
307,87,82,4
308,84,83,3
309,85,83,3
310,86,83,2
311,87,83,4
312,84,84,1
313,85,84,1
314,86,84,3
315,87,84,4
316,84,85,4
317,85,85,2
318,86,85,3
319,87,85,2
320,84,86,2
321,85,86,2
322,86,86,2
323,87,86,2
324,84,87,5
325,85,87,3
326,86,87,1
327,87,87,1
328,84,88,4
329,85,88,1
330,86,88,3
331,87,88,2
332,84,89,2
333,85,89,5
334,86,89,4
335,87,89,4
336,84,90,1
337,85,90,3
338,86,90,4
339,87,90,1
340,84,91,4
341,85,91,2
342,86,91,1
343,87,91,2
344,84,92,3
345,85,92,3
346,86,92,3
347,87,92,5
348,84,93,5
349,85,93,2
350,86,93,2
351,87,93,2
352,88,94,4
353,89,94,5
354,90,94,2
355,91,94,1
356,88,95,3
357,89,95,2
358,90,95,1
359,91,95,3
360,88,96,2
361,89,96,3
362,90,96,5
363,91,96,5
364,88,97,1
365,89,97,4
366,90,97,1
367,91,97,5
368,88,98,5
369,89,98,3
370,90,98,2
371,91,98,2
372,88,99,5
373,89,99,2
374,90,99,1
375,91,99,2
376,88,100,1
377,89,100,2
378,90,100,1
379,91,100,5
380,88,101,1
381,89,101,3
382,90,101,3
383,91,101,2
384,92,102,2
385,93,102,5
386,94,102,2
387,95,102,3
388,92,103,4
389,93,103,4
390,94,103,4
391,95,103,3
392,92,104,2
393,93,104,5
394,94,104,4
395,95,104,5
396,92,105,3
397,93,105,4
398,94,105,2
399,95,105,4
400,92,106,2
401,93,106,5
402,94,106,3
403,95,106,2
404,96,107,2
405,97,107,3
406,98,107,5
407,99,107,5
408,96,108,3
409,97,108,5
410,98,108,5
411,99,108,2
412,96,109,1
413,97,109,2
414,98,109,2
415,99,109,1
416,96,110,4
417,97,110,3
418,98,110,5
419,99,110,5
420,96,111,4
421,97,111,1
422,98,111,2
423,99,111,3
424,96,112,4
425,97,112,5
426,98,112,2
427,99,112,4
428,96,113,1
429,97,113,5
430,98,113,2
431,99,113,1
432,96,114,3
433,97,114,1
434,98,114,3
435,99,114,5
436,96,115,2
437,97,115,2
438,98,115,5
439,99,115,3
440,96,116,4
441,97,116,3
442,98,116,2
443,99,116,5
444,100,117,1
445,101,117,4
446,102,117,4
447,103,117,5
448,100,118,3
449,101,118,1
450,102,118,1
451,103,118,2
452,100,119,5
453,101,119,4
454,102,119,3
455,103,119,2
456,100,120,3
457,101,120,5
458,102,120,3
459,103,120,2
460,100,121,4
461,101,121,2
462,102,121,1
463,103,121,4
464,100,122,5
465,101,122,4
466,102,122,1
467,103,122,5
468,104,123,2
469,105,123,3
470,106,123,1
471,107,123,5
472,104,124,1
473,105,124,2
474,106,124,1
475,107,124,5
476,108,125,4
477,109,125,1
478,110,125,3
479,111,125,5
480,108,126,3
481,109,126,4
482,110,126,1
483,111,126,3
484,108,127,1
485,109,127,2
486,110,127,1
487,111,127,1
488,108,128,3
489,109,128,1
490,110,128,2
491,111,128,3
492,108,129,2
493,109,129,2
494,110,129,4
495,111,129,4
496,108,130,3
497,109,130,5
498,110,130,5
499,111,130,3
500,108,131,1
501,109,131,1
502,110,131,4
503,111,131,3
504,108,132,4
505,109,132,1
506,110,132,5
507,111,132,1
508,108,133,2
509,109,133,1
510,110,133,1
511,111,133,3
512,108,134,2
513,109,134,1
514,110,134,5
515,111,134,1
516,108,135,2
517,109,135,1
518,110,135,5
519,111,135,1
520,116,136,4
521,117,136,1
522,118,136,2
523,119,136,4
524,116,137,4
525,117,137,3
526,118,137,4
527,119,137,3
528,116,138,5
529,117,138,2
530,118,138,2
531,119,138,3
532,120,139,3
533,120,140,3
534,120,141,5
535,120,142,1
536,120,143,3
537,120,144,5
538,121,145,4
539,122,145,3
540,123,145,5
541,124,145,3
542,121,146,4
543,122,146,2
544,123,146,5
545,124,146,2
546,121,147,2
547,122,147,2
548,123,147,1
549,124,147,5
550,121,148,3
551,122,148,3
552,123,148,2
553,124,148,5
554,125,149,2
555,126,149,5
556,127,149,1
557,128,149,4
558,125,150,4
559,126,150,3
560,127,150,1
561,128,150,2
562,125,151,1
563,126,151,2
564,127,151,1
565,128,151,1
566,125,152,5
567,126,152,2
568,127,152,1
569,128,152,5
570,125,153,2
571,126,153,4
572,127,153,3
573,128,153,2
574,125,154,1
575,126,154,5
576,127,154,5
577,128,154,5
578,125,155,4
579,126,155,1
580,127,155,5
581,128,155,4
582,125,156,5
583,126,156,4
584,127,156,1
585,128,156,3
586,125,157,3
587,126,157,2
588,127,157,1
589,128,157,2
590,125,158,5
591,126,158,1
592,127,158,2
593,128,158,3
594,129,159,5
595,129,160,3
596,129,161,5
597,129,162,2
598,129,163,2
599,129,164,1
600,129,165,4
601,130,166,5
602,131,166,3
603,132,166,1
604,133,166,4
605,130,167,2
606,131,167,3
607,132,167,2
608,133,167,3
609,130,168,5
610,131,168,2
611,132,168,1
612,133,168,1
613,130,169,2
614,131,169,1
615,132,169,5
616,133,169,1
617,134,170,5
618,135,170,1
619,136,170,1
620,137,170,5
621,134,171,3
622,135,171,4
623,136,171,1
624,137,171,5
625,134,172,3
626,135,172,3
627,136,172,2
628,137,172,5
629,134,173,2
630,135,173,1
631,136,173,2
632,137,173,3
633,134,174,1
634,135,174,3
635,136,174,1
636,137,174,3
637,134,175,1
638,135,175,2
639,136,175,2
640,137,175,1
641,134,176,4
642,135,176,2
643,136,176,1
644,137,176,4
645,134,177,2
646,135,177,4
647,136,177,2
648,137,177,2
649,134,178,2
650,135,178,1
651,136,178,1
652,137,178,5
653,134,179,5
654,135,179,5
655,136,179,4
656,137,179,4
657,134,180,4
658,135,180,4
659,136,180,1
660,137,180,1
661,134,181,2
662,135,181,3
663,136,181,5
664,137,181,5
665,134,182,2
666,135,182,2
667,136,182,4
668,137,182,2
669,134,183,2
670,135,183,2
671,136,183,5
672,137,183,4
673,134,184,1
674,135,184,5
675,136,184,4
676,137,184,5
677,138,185,5
678,139,185,4
679,140,185,4
680,141,185,3
681,142,186,2
682,143,186,3
683,144,186,4
684,145,186,3
685,142,187,2
686,143,187,3
687,144,187,4
688,145,187,4
689,142,188,5
690,143,188,2
691,144,188,2
692,145,188,5
693,142,189,4
694,143,189,4
695,144,189,2
696,145,189,4
697,142,190,1
698,143,190,1
699,144,190,1
700,145,190,5
701,142,191,1
702,143,191,5
703,144,191,2
704,145,191,4
705,142,192,1
706,143,192,3
707,144,192,2
708,145,192,5
709,142,193,3
710,143,193,5
711,144,193,1
712,145,193,2
713,142,194,1
714,143,194,4
715,144,194,4
716,145,194,5
717,142,195,3
718,143,195,3
719,144,195,4
720,145,195,5
721,142,196,3
722,143,196,1
723,144,196,4
724,145,196,4
725,142,197,4
726,143,197,5
727,144,197,2
728,145,197,2
729,142,198,1
730,143,198,4
731,144,198,1
732,145,198,1
733,142,199,5
734,143,199,1
735,144,199,4
736,145,199,3
737,142,200,3
738,143,200,3
739,144,200,2
740,145,200,1
741,146,201,3
742,147,201,5
743,148,201,1
744,149,201,2
745,150,202,2
746,151,202,1
747,152,202,1
748,153,202,4
749,150,203,4
750,151,203,1
751,152,203,5
752,153,203,2
753,154,204,2
754,155,204,1
755,156,204,4
756,157,204,3
757,158,205,1
758,159,205,5
759,160,205,3
760,161,205,1
761,158,206,4
762,159,206,4
763,160,206,2
764,161,206,3
765,158,207,4
766,159,207,4
767,160,207,4
768,161,207,2
769,158,208,4
770,159,208,5
771,160,208,2
772,161,208,4
773,158,209,1
774,159,209,1
775,160,209,2
776,161,209,4
777,158,210,1
778,159,210,2
779,160,210,3
780,161,210,4
781,162,211,4
782,163,211,2
783,164,211,4
784,165,211,2
785,162,212,3
786,163,212,4
787,164,212,2
788,165,212,3
789,166,213,4
790,167,213,4
791,168,213,4
792,169,213,4
793,166,214,1
794,167,214,3
795,168,214,5
796,169,214,4
797,170,215,2
798,171,215,1
799,172,215,3
800,173,215,1
801,170,216,5
802,171,216,1
803,172,216,2
804,173,216,2
805,170,217,4
806,171,217,1
807,172,217,2
808,173,217,4
809,170,218,4
810,171,218,1
811,172,218,1
812,173,218,3
813,170,219,5
814,171,219,1
815,172,219,5
816,173,219,3
817,170,220,1
818,171,220,4
819,172,220,4
820,173,220,3
821,170,221,1
822,171,221,3
823,172,221,3
824,173,221,2
825,170,222,1
826,171,222,2
827,172,222,3
828,173,222,3
829,174,223,2
830,175,223,5
831,176,223,5
832,177,223,3
833,178,224,1
834,179,224,4
835,180,224,5
836,181,224,5
837,178,225,3
838,179,225,3
839,180,225,5
840,181,225,5
841,178,226,2
842,179,226,5
843,180,226,4
844,181,226,3
845,182,227,1
846,183,227,4
847,184,227,5
848,185,227,4
849,182,228,1
850,183,228,5
851,184,228,1
852,185,228,2
853,182,229,4
854,183,229,2
855,184,229,3
856,185,229,3
857,186,230,1
858,187,230,4
859,188,230,3
860,189,230,2
861,186,231,1
862,187,231,3
863,188,231,5
864,189,231,3
865,186,232,2
866,187,232,4
867,188,232,5
868,189,232,1
869,186,233,5
870,187,233,2
871,188,233,5
872,189,233,5
873,186,234,3
874,187,234,4
875,188,234,4
876,189,234,5
877,186,235,4
878,187,235,5
879,188,235,4
880,189,235,5
881,186,236,2
882,187,236,3
883,188,236,4
884,189,236,4
885,186,237,5
886,187,237,2
887,188,237,1
888,189,237,2
889,186,238,4
890,187,238,5
891,188,238,4
892,189,238,5
893,190,239,3
894,191,239,4
895,192,239,5
896,193,239,4
897,194,240,4
898,195,240,1
899,196,240,2
900,197,240,1
901,194,241,5
902,195,241,5
903,196,241,2
904,197,241,1
905,194,242,5
906,195,242,2
907,196,242,1
908,197,242,2
909,194,243,2
910,195,243,5
911,196,243,2
912,197,243,1
913,194,244,3
914,195,244,1
915,196,244,5
916,197,244,4
917,194,245,2
918,195,245,5
919,196,245,4
920,197,245,3
921,194,246,3
922,195,246,1
923,196,246,4
924,197,246,2
925,194,247,1
926,195,247,4
927,196,247,2
928,197,247,1
929,194,248,3
930,195,248,3
931,196,248,3
932,197,248,2
933,194,249,5
934,195,249,5
935,196,249,2
936,197,249,3
937,198,250,4
938,199,250,5
939,200,250,2
940,201,250,2
941,198,251,5
942,199,251,1
943,200,251,4
944,201,251,2
945,198,252,5
946,199,252,3
947,200,252,4
948,201,252,4
949,198,253,2
950,199,253,1
951,200,253,1
952,201,253,5
953,198,254,4
954,199,254,5
955,200,254,5
956,201,254,2
957,198,255,5
958,199,255,4
959,200,255,1
960,201,255,1
961,198,256,1
962,199,256,1
963,200,256,1
964,201,256,3
965,202,257,1
966,203,257,4
967,204,257,4
968,205,257,4
969,202,258,4
970,203,258,2
971,204,258,4
972,205,258,1
973,202,259,5
974,203,259,2
975,204,259,3
976,205,259,1
977,202,260,2
978,203,260,4
979,204,260,3
980,205,260,2
981,202,261,2
982,203,261,5
983,204,261,1
984,205,261,4
985,206,262,1
986,206,263,1
987,206,264,5
988,206,265,4
989,206,266,5
990,206,267,4
991,207,268,4
992,207,269,5
993,207,270,4
994,207,271,3
995,207,272,4
996,207,273,2
997,207,274,2
998,207,275,1
999,207,276,3
1000,207,277,3
1001,207,278,5
1002,207,279,5
1003,212,280,1
1004,212,281,3
1005,212,282,3
1006,212,283,4
1007,212,284,1
1008,212,285,1
1009,212,286,3
1010,212,287,1
1011,212,288,2
1012,212,289,4
1013,212,290,3
1014,212,291,1
1015,212,292,4
1016,212,293,3
1017,213,294,2
1018,214,294,3
1019,215,294,1
1020,216,294,2
1021,213,295,1
1022,214,295,2
1023,215,295,4
1024,216,295,2
1025,213,296,5
1026,214,296,3
1027,215,296,5
1028,216,296,4
1029,213,297,5
1030,214,297,5
1031,215,297,3
1032,216,297,1
1033,213,298,1
1034,214,298,3
1035,215,298,2
1036,216,298,2
1037,213,299,1
1038,214,299,4
1039,215,299,2
1040,216,299,4
1041,213,300,3
1042,214,300,3
1043,215,300,4
1044,216,300,1
1045,217,301,4
1046,218,301,4
1047,219,301,3
1048,220,301,3
1049,221,302,4
1050,222,302,3
1051,223,302,2
1052,224,302,3
1053,221,303,3
1054,222,303,2
1055,223,303,3
1056,224,303,2
1057,221,304,5
1058,222,304,1
1059,223,304,5
1060,224,304,5
1061,221,305,5
1062,222,305,4
1063,223,305,5
1064,224,305,5
1065,221,306,2
1066,222,306,1
1067,223,306,1
1068,224,306,1
1069,221,307,5
1070,222,307,4
1071,223,307,1
1072,224,307,1
1073,221,308,1
1074,222,308,4
1075,223,308,5
1076,224,308,3
1077,221,309,1
1078,222,309,1
1079,223,309,5
1080,224,309,2
1081,221,310,1
1082,222,310,3
1083,223,310,1
1084,224,310,3
1085,221,311,3
1086,222,311,2
1087,223,311,2
1088,224,311,2
1089,221,312,4
1090,222,312,4
1091,223,312,4
1092,224,312,1
1093,221,313,2
1094,222,313,5
1095,223,313,5
1096,224,313,1
1097,225,314,1
1098,226,314,2
1099,227,314,4
1100,228,314,1
1101,225,315,5
1102,226,315,2
1103,227,315,1
1104,228,315,2
1105,229,316,5
1106,230,316,3
1107,231,316,1
1108,232,316,3
1109,229,317,4
1110,230,317,5
1111,231,317,2
1112,232,317,4
1113,229,318,5
1114,230,318,4
1115,231,318,3
1116,232,318,1
1117,229,319,1
1118,230,319,1
1119,231,319,2
1120,232,319,4
1121,233,320,4
1122,234,320,3
1123,235,320,3
1124,236,320,1
1125,233,321,1
1126,234,321,3
1127,235,321,1
1128,236,321,3
1129,233,322,1
1130,234,322,1
1131,235,322,2
1132,236,322,5
1133,237,323,4
1134,237,324,3
1135,237,325,4
1136,237,326,2
1137,237,327,4
1138,237,328,2
1139,237,329,5
1140,238,330,2
1141,239,330,4
1142,240,330,5
1143,241,330,3
1144,238,331,5
1145,239,331,4
1146,240,331,2
1147,241,331,5
1148,238,332,2
1149,239,332,2
1150,240,332,4
1151,241,332,4
1152,238,333,4
1153,239,333,3
1154,240,333,2
1155,241,333,5
1156,238,334,1
1157,239,334,3
1158,240,334,3
1159,241,334,2
1160,238,335,1
1161,239,335,5
1162,240,335,5
1163,241,335,4
1164,238,336,4
1165,239,336,4
1166,240,336,1
1167,241,336,5
1168,238,337,2
1169,239,337,1
1170,240,337,2
1171,241,337,3
1172,242,338,1
1173,243,338,3
1174,244,338,1
1175,245,338,3
1176,242,339,3
1177,243,339,3
1178,244,339,4
1179,245,339,1
1180,242,340,3
1181,243,340,4
1182,244,340,3
1183,245,340,3
1184,246,341,2
1185,247,341,3
1186,248,341,1
1187,249,341,4
1188,246,342,3
1189,247,342,3
1190,248,342,2
1191,249,342,2
1192,246,343,1
1193,247,343,3
1194,248,343,3
1195,249,343,3
1196,246,344,3
1197,247,344,3
1198,248,344,1
1199,249,344,2
1200,250,345,1
1201,251,345,5
1202,252,345,1
1203,253,345,5
1204,250,346,2
1205,251,346,1
1206,252,346,1
1207,253,346,1
1208,250,347,2
1209,251,347,2
1210,252,347,3
1211,253,347,4
1212,250,348,4
1213,251,348,4
1214,252,348,1
1215,253,348,1
1216,250,349,2
1217,251,349,1
1218,252,349,3
1219,253,349,4
1220,250,350,1
1221,251,350,2
1222,252,350,3
1223,253,350,3
1224,250,351,1
1225,251,351,2
1226,252,351,4
1227,253,351,3
1228,250,352,2
1229,251,352,4
1230,252,352,1
1231,253,352,2
1232,254,353,1
1233,254,354,1
1234,254,355,1
1235,255,356,5
1236,256,356,4
1237,257,356,4
1238,258,356,4
1239,263,357,5
1240,263,358,2
1241,263,359,5
1242,263,360,4
1243,264,361,3
1244,265,361,4
1245,266,361,3
1246,267,361,5
1247,264,362,3
1248,265,362,2
1249,266,362,1
1250,267,362,4
1251,264,363,1
1252,265,363,2
1253,266,363,2
1254,267,363,3
1255,264,364,5
1256,265,364,5
1257,266,364,2
1258,267,364,2
1259,264,365,3
1260,265,365,4
1261,266,365,2
1262,267,365,2
1263,268,366,1
1264,269,366,3
1265,270,366,1
1266,271,366,5
1267,268,367,2
1268,269,367,5
1269,270,367,5
1270,271,367,4
1271,268,368,1
1272,269,368,5
1273,270,368,4
1274,271,368,5
1275,268,369,4
1276,269,369,4
1277,270,369,3
1278,271,369,4
1279,272,370,2
1280,273,370,4
1281,274,370,1
1282,275,370,5
1283,272,371,4
1284,273,371,2
1285,274,371,1
1286,275,371,4
1287,276,372,1
1288,277,372,4
1289,278,372,2
1290,279,372,4
1291,276,373,4
1292,277,373,3
1293,278,373,1
1294,279,373,2
1295,280,374,5
1296,280,375,3
1297,280,376,5
1298,280,377,4
1299,280,378,5
1300,280,379,1
1301,280,380,4
1302,280,381,4
1303,280,382,4
1304,280,383,4
1305,280,384,4
1306,281,385,4
1307,282,385,5
1308,283,385,2
1309,284,385,1
1310,281,386,1
1311,282,386,5
1312,283,386,1
1313,284,386,1
1314,281,387,5
1315,282,387,5
1316,283,387,5
1317,284,387,4
1318,281,388,1
1319,282,388,1
1320,283,388,5
1321,284,388,5
1322,281,389,1
1323,282,389,1
1324,283,389,4
1325,284,389,4
1326,281,390,3
1327,282,390,3
1328,283,390,5
1329,284,390,4
1330,285,391,4
1331,286,391,3
1332,287,391,3
1333,288,391,2
1334,285,392,4
1335,286,392,1
1336,287,392,3
1337,288,392,5
1338,285,393,5
1339,286,393,5
1340,287,393,1
1341,288,393,4
1342,285,394,3
1343,286,394,4
1344,287,394,3
1345,288,394,4
1346,285,395,5
1347,286,395,3
1348,287,395,2
1349,288,395,2
1350,285,396,4
1351,286,396,4
1352,287,396,1
1353,288,396,4
1354,285,397,1
1355,286,397,4
1356,287,397,1
1357,288,397,4
1358,289,398,4
1359,289,399,3
1360,289,400,2
1361,289,401,5
1362,289,402,5
1363,289,403,5
1364,289,404,4
1365,289,405,1
1366,289,406,5
1367,289,407,1
1368,289,408,1
1369,289,409,5
1370,289,410,2
1371,289,411,5
1372,289,412,3
1373,289,413,5
1374,290,414,4
1375,290,415,1
1376,290,416,3
1377,290,417,2
1378,290,418,2
1379,290,419,4
1380,290,420,2
1381,290,421,3
1382,290,422,1
1383,290,423,2
1384,290,424,3
1385,291,425,1
1386,292,425,5
1387,293,425,5
1388,294,425,5
1389,291,426,1
1390,292,426,5
1391,293,426,2
1392,294,426,3
1393,291,427,4
1394,292,427,5
1395,293,427,4
1396,294,427,1
1397,295,428,3
1398,296,429,4
1399,297,429,4
1400,298,429,5
1401,299,429,2
1402,296,430,1
1403,297,430,3
1404,298,430,5
1405,299,430,5
1406,296,431,2
1407,297,431,3
1408,298,431,2
1409,299,431,4
1410,296,432,4
1411,297,432,1
1412,298,432,2
1413,299,432,1
1414,296,433,3
1415,297,433,4
1416,298,433,1
1417,299,433,2
1418,296,434,4
1419,297,434,1
1420,298,434,1
1421,299,434,2
1422,296,435,4
1423,297,435,3
1424,298,435,1
1425,299,435,4
1426,296,436,4
1427,297,436,5
1428,298,436,1
1429,299,436,5
1430,300,437,2
1431,300,438,4
1432,300,439,5
1433,300,440,1
1434,300,441,1
1435,300,442,3
1436,300,443,2
1437,300,444,5
1438,301,445,1
1439,302,445,2
1440,303,445,3
1441,304,445,5
1442,301,446,2
1443,302,446,1
1444,303,446,5
1445,304,446,5
1446,301,447,2
1447,302,447,3
1448,303,447,5
1449,304,447,3
1450,301,448,2
1451,302,448,2
1452,303,448,2
1453,304,448,5
1454,301,449,1
1455,302,449,5
1456,303,449,3
1457,304,449,3
1458,301,450,1
1459,302,450,5
1460,303,450,2
1461,304,450,1
1462,301,451,2
1463,302,451,4
1464,303,451,3
1465,304,451,1
1466,301,452,5
1467,302,452,4
1468,303,452,1
1469,304,452,1
1470,301,453,1
1471,302,453,3
1472,303,453,1
1473,304,453,2
1474,305,454,3
1475,306,454,3
1476,307,454,1
1477,308,454,2
1478,305,455,3
1479,306,455,4
1480,307,455,5
1481,308,455,2
1482,305,456,4
1483,306,456,5
1484,307,456,3
1485,308,456,2
1486,305,457,4
1487,306,457,3
1488,307,457,2
1489,308,457,1
1490,309,458,5
1491,310,458,3
1492,311,458,5
1493,312,458,2
1494,309,459,5
1495,310,459,1
1496,311,459,5
1497,312,459,4
1498,313,460,3
1499,314,460,1
1500,315,460,2
1501,316,460,1
1502,313,461,1
1503,314,461,3
1504,315,461,5
1505,316,461,5
1506,313,462,3
1507,314,462,3
1508,315,462,3
1509,316,462,5
1510,313,463,5
1511,314,463,4
1512,315,463,3
1513,316,463,2
1514,313,464,2
1515,314,464,4
1516,315,464,4
1517,316,464,5
1518,313,465,4
1519,314,465,4
1520,315,465,4
1521,316,465,1
1522,317,466,2
1523,317,467,5
1524,317,468,5
1525,322,469,2
1526,322,470,3
1527,322,471,4
1528,322,472,2
1529,323,473,1
1530,324,473,3
1531,325,473,5
1532,326,473,3
1533,323,474,2
1534,324,474,2
1535,325,474,1
1536,326,474,2
1537,323,475,5
1538,324,475,1
1539,325,475,1
1540,326,475,5
1541,327,476,2
1542,328,476,2
1543,329,476,4
1544,330,476,1
1545,327,477,4
1546,328,477,5
1547,329,477,1
1548,330,477,5
1549,327,478,1
1550,328,478,4
1551,329,478,4
1552,330,478,3
1553,327,479,3
1554,328,479,4
1555,329,479,5
1556,330,479,5
1557,327,480,2
1558,328,480,3
1559,329,480,5
1560,330,480,1
1561,327,481,2
1562,328,481,4
1563,329,481,2
1564,330,481,3
1565,327,482,4
1566,328,482,2
1567,329,482,1
1568,330,482,1
1569,327,483,2
1570,328,483,5
1571,329,483,2
1572,330,483,2
1573,331,484,2
1574,332,484,2
1575,333,484,3
1576,334,484,5
1577,331,485,1
1578,332,485,3
1579,333,485,3
1580,334,485,5
1581,331,486,2
1582,332,486,4
1583,333,486,2
1584,334,486,1
1585,331,487,4
1586,332,487,5
1587,333,487,4
1588,334,487,1
1589,331,488,2
1590,332,488,5
1591,333,488,1
1592,334,488,2
1593,331,489,2
1594,332,489,1
1595,333,489,4
1596,334,489,4
1597,335,490,5
1598,336,490,4
1599,337,490,3
1600,338,490,5
1601,335,491,4
1602,336,491,2
1603,337,491,3
1604,338,491,5
1605,335,492,2
1606,336,492,3
1607,337,492,4
1608,338,492,1
1609,335,493,4
1610,336,493,4
1611,337,493,3
1612,338,493,2
1613,335,494,5
1614,336,494,5
1615,337,494,2
1616,338,494,5
1617,335,495,2
1618,336,495,2
1619,337,495,1
1620,338,495,4
1621,339,496,1
1622,340,496,5
1623,341,496,3
1624,342,496,4
1625,339,497,1
1626,340,497,5
1627,341,497,2
1628,342,497,1
1629,343,498,5
1630,343,499,1
1631,343,500,3
1632,343,501,3
1633,343,502,2
1634,343,503,5
1635,343,504,4
1636,344,505,1
1637,345,505,3
1638,346,505,1
1639,347,505,4
1640,344,506,2
1641,345,506,4
1642,346,506,5
1643,347,506,5
1644,344,507,5
1645,345,507,1
1646,346,507,1
1647,347,507,5
1648,344,508,1
1649,345,508,3
1650,346,508,1
1651,347,508,3
1652,344,509,2
1653,345,509,2
1654,346,509,2
1655,347,509,5
1656,348,510,5
1657,349,510,5
1658,350,510,1
1659,351,510,3
1660,348,511,5
1661,349,511,3
1662,350,511,5
1663,351,511,4
